,Product Name,Price (Rp),Validity Duration (Day),Limited Main Quota (GB),Unlimited Main Quota (GB),Limited Application Quota (GB),Operator,Others,Price,Main Quota Amount (GB),Main Quota Duration (Hari),App Quota Amount (GB),App Quota Duration (Hari),Product Duration (Hari),Total Anggota,Main Quota,Limited Application Quota,Unlimited Application Quota,Product Duration,Unnamed: 0,Unlimited Application Quota (GB)
199,Happy 50GB 30 Hari,,,,,,Tri,,100000.0,50.0,30.0,5.0,5.0,30.0,,,,,,,
200,Happy 42GB 30 Hari..,,,,,,Tri,,90000.0,42.0,30.0,5.0,5.0,30.0,,,,,,,
201,Happy 52GB UL 30 Hari..,,,,,,Tri,,80000.0,22.0,30.0,35.0,30.0,30.0,,,,,,,
202,Happy 30GB 30 Hari,,,,,,Tri,,70000.0,30.0,30.0,5.0,5.0,30.0,,,,,,,
203,Happy 13GB 30 Hari,,,,,,Tri,,50000.0,13.0,30.0,5.0,5.0,30.0,,,,,,,
204,Happy 10GB 10 Hari,,,,,,Tri,,35000.0,10.0,10.0,0.0,0.0,10.0,,,,,,,
205,Happy 7GB 30 Hari,,,,,,Tri,,30000.0,7.0,30.0,5.0,5.0,30.0,,,,,,,
206,Happy 9GB 5 Hari,,,,,,Tri,,25000.0,9.0,5.0,0.0,0.0,5.0,,,,,,,
207,Happy 5GB 7 Hari,,,,,,Tri,,20000.0,5.0,7.0,0.0,0.0,7.0,,,,,,,
208,Happy 3.5GB 30 Hari,,,,,,Tri,,20000.0,3.5,30.0,0.0,0.0,30.0,,,,,,,
209,Happy 3.5GB 5 Hari..,,,,,,Tri,,17000.0,3.5,5.0,0.0,0.0,5.0,,,,,,,
210,Happy 5GB 3 Hari,,,,,,Tri,,15000.0,5.0,3.0,0.0,0.0,3.0,,,,,,,
211,Happy 5GB 1 Hari..,,,,,,Tri,,11000.0,5.0,1.0,0.0,0.0,1.0,,,,,,,
212,Happy 3GB 3 Hari,,,,,,Tri,,11000.0,3.0,3.0,0.0,0.0,3.0,,,,,,,
213,Happy 3GB 2 Hari,,,,,,Tri,,10000.0,3.0,2.0,0.0,0.0,2.0,,,,,,,
214,Happy 1.5GB 7 Hari..,,,,,,Tri,,10000.0,1.5,7.0,0.0,0.0,7.0,,,,,,,
215,Happy 2GB 1 Hari,,,,,,Tri,,5000.0,2.0,1.0,0.0,0.0,1.0,,,,,,,
216,Happy 2.5GB 1 Hari..,,,,,,Tri,,6000.0,2.5,1.0,0.0,0.0,1.0,,,,,,,
217,Hot Sale 100GB 24 Jam.,,,,,,Tri,,140000.0,100.0,30.0,5.0,5.0,30.0,,,,,,,
218,Hot Sale 117GB 24 Jam,,,,,,Tri,,125000.0,117.0,30.0,0.0,0.0,30.0,,,,,,,
219,Hot Sale 50GB 24 Jam,,,,,,Tri,,100000.0,50.0,30.0,5.0,5.0,30.0,,,,,,,
220,Hot Sale 30GB 24 Jam,,,,,,Tri,,70000.0,30.0,30.0,5.0,5.0,30.0,,,,,,,
221,Hot Sale 13GB 24 Jam,,,,,,Tri,,50000.0,13.0,30.0,5.0,5.0,30.0,,,,,,,
222,Hot Sale 30GB 7hr,,,,,,Tri,,20000.0,30.0,7.0,0.0,0.0,7.0,,,,,,,
223,AON Full 40GB..,,,,,,Tri,,100000.0,40.0,365.0,0.0,0.0,365.0,,,,,,,
224,AON Unlimited 26GB..,,,,,,Tri,,80000.0,26.0,365.0,0.0,0.0,365.0,,,,,,,
225,AON Full 14GB,,,,,,Tri,,60000.0,14.0,365.0,0.0,0.0,365.0,,,,,,,
226,AON Full 10GB,,,,,,Tri,,50000.0,10.0,365.0,0.0,0.0,365.0,,,,,,,
227,AON Full 7GB,,,,,,Tri,,40000.0,7.0,365.0,0.0,0.0,365.0,,,,,,,
228,AON Full 4GB,,,,,,Tri,,25000.0,4.0,365.0,0.0,0.0,365.0,,,,,,,
229,AON Full 3GB,,,,,,Tri,,20000.0,3.0,365.0,0.0,0.0,365.0,,,,,,,
230,Home 150GB.,,,,,,Tri,,160000.0,150.0,30.0,0.0,0.0,30.0,,,,,,,
231,Home 120GB.,,,,,,Tri,,130000.0,120.0,30.0,0.0,0.0,30.0,,,,,,,
232,Home 117GB..,,,,,,Tri,,125000.0,117.0,30.0,0.0,0.0,30.0,,,,,,,
233,Home 100GB.,,,,,,Tri,,100000.0,100.0,7.0,0.0,0.0,7.0,,,,,,,
234,Home 38GB.,,,,,,Tri,,90000.0,31.0,30.0,0.0,0.0,30.0,,,,,,,
235,Home 32GB.,,,,,,Tri,,80000.0,19.0,30.0,0.0,0.0,30.0,,,,,,,
236,Rp 25.000,,,,,,Tri,,25000.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
237,Rp 10.000,,,,,,Tri,,10000.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
238,130GB 30 Hari,,,,,,Tri,,150000.0,130.0,30.0,0.0,0.0,30.0,,,,,,,
239,100GB 30 Hari.,,,,,,Tri,,140000.0,100.0,30.0,5.0,5.0,30.0,,,,,,,
240,50GB 30 Hari,,,,,,Tri,,100000.0,50.0,30.0,5.0,5.0,30.0,,,,,,,
241,30GB 30 Hari,,,,,,Tri,,70000.0,30.0,30.0,5.0,5.0,30.0,,,,,,,
242,13GB 30 Hari,,,,,,Tri,,50000.0,13.0,30.0,5.0,5.0,30.0,,,,,,,
243,5GB 7 Hari,,,,,,Tri,,20000.0,5.0,7.0,0.0,0.0,7.0,,,,,,,
244,50GB 7 Hari.,,,,,,Tri,,15000.0,50.0,7.0,0.0,0.0,7.0,,,,,,,
245,3GB 2 Hari,,,,,,Tri,,10000.0,3.0,2.0,0.0,0.0,2.0,,,,,,,
246,6GB 3 Hari,,,,,,Tri,,10000.0,6.0,30.0,0.0,0.0,30.0,,,,,,,
247,5GB 1 Hari,,,,,,Tri,,5000.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
248,38GB+30Menit 30 Hari.,,,,,,Tri,,90000.0,16.0,30.0,0.0,0.0,30.0,,,,,,,
249,32GB+30Menit 30 Hari.,,,,,,Tri,,85000.0,16.0,30.0,0.0,0.0,30.0,,,,,,,
250,3GB + Voice.,,,,,,Tri,,40000.0,8.0,30.0,0.0,0.0,30.0,,,,,,,
251,2GB + Voice.,,,,,,Tri,,35000.0,8.0,30.0,0.0,0.0,30.0,,,,,,,
252,6GB + Voice.,,,,,,Tri,,15000.0,6.0,30.0,0.0,0.0,30.0,,,,,,,
253,5GB + Voice.,,,,,,Tri,,10000.0,5.0,30.0,0.0,0.0,30.0,,,,,,,
254,Xtra Combo Flex S+,,,,,,XL,,31000.0,,,,,,,10.0,0.0,0.0,30.0,,
255,Xtra Combo Flex M,,,,,,XL,,41000.0,,,,,,,15.0,0.0,0.0,30.0,,
256,Xtra Combo Flex L,,,,,,XL,,60000.0,,,,,,,27.0,0.0,0.0,30.0,,
257,Xtra Combo Flex XL,,,,,,XL,,85000.0,,,,,,,45.0,0.0,0.0,30.0,,
258,Xtra Combo Flex XXL,,,,,,XL,,115000.0,,,,,,,90.0,0.0,0.0,30.0,,
259,Xtra Combo Flex XXXL,,,,,,XL,,140000.0,,,,,,,180.0,0.0,0.0,30.0,,
260,30 GB,,,,,,XL,,62000.0,,,,,,2 orang,30.0,0.0,1.0,30.0,,
261,42 GB,,,,,,XL,,85000.0,,,,,,2 orang,42.0,0.0,1.0,30.0,,
262,65 GB,,,,,,XL,,125000.0,,,,,,2 orang,65.0,0.0,1.0,30.0,,
263,147 GB,,,,,,XL,,205000.0,,,,,,3 orang,147.0,0.0,1.0,30.0,,
264,260 GB,,,,,,XL,,320000.0,,,,,,4 orang,260.0,0.0,1.0,30.0,,
265,460 GB,,,,,,XL,,515000.0,,,,,,4 orang,460.0,0.0,1.0,30.0,,
266,Xtra Combo VIP Plus 10 GB,,,,,,XL,,71500.0,,,,,,,20.0,3.0,1.0,30.0,,
267,Xtra Combo VIP Plus 20 GB,,,,,,XL,,101000.0,,,,,,,40.0,3.0,1.0,30.0,,
268,Xtra Combo VIP Plus 30 GB,,,,,,XL,,141000.0,,,,,,,54.0,6.0,1.0,30.0,,
269,Xtra Combo VIP Plus 52 GB,,,,,,XL,,192000.0,,,,,,,92.0,9.0,1.0,30.0,,
270,Xtra Combo VIP Plus 72 GB,,,,,,XL,,252500.0,,,,,,,122.0,15.0,1.0,30.0,,
271,Xtra Combo Plus 10 GB,,,,,,XL,,59900.0,,,,,,,20.0,3.0,2.0,30.0,,
272,Xtra Combo Plus 20 GB,,,,,,XL,,89900.0,,,,,,,40.0,3.0,2.0,30.0,,
273,Xtra Combo Plus 30 GB,,,,,,XL,,134000.0,,,,,,,56.0,6.0,2.0,30.0,,
274,Xtra Combo Plus 52 GB,,,,,,XL,,182900.0,,,,,,,92.0,9.0,2.0,30.0,,
275,Xtra Combo Plus 72 GB,,,,,,XL,,244900.0,,,,,,,122.0,15.0,2.0,30.0,,
276,Xtra Combo Mini 1.5 GB,,,,,,XL,,9900.0,,,,,,,3.0,0.0,0.0,7.0,,
277,Xtra Combo Mini 2.5 GB,,,,,,XL,,14900.0,,,,,,,5.0,1.0,0.0,7.0,,
278,Xtra Combo Mini 4 GB,,,,,,XL,,18900.0,,,,,,,8.0,2.0,0.0,7.0,,
279,Xtra Combo Mini 6 GB,,,,,,XL,,24900.0,,,,,,,11.0,3.0,0.0,7.0,,
280,Xtra Kuota Utama 2GB,,,,,,XL,,6000.0,,,,,,,2.0,0.0,0.0,0.5,,
281,Xtra Kuota Utama 2GB,,,,,,XL,,7500.0,,,,,,,2.0,0.0,0.0,1.0,,
282,AXIS Owsem 16 GB Rp 40.900,40.9,30.0,10.0,0.0,6.0,Axis,,,,,,,,,,,,,0.0,0.0
283,AXIS Owsem 24 GB Rp 50.900,50.9,30.0,15.0,0.0,9.0,Axis,,,,,,,,,,,,,1.0,0.0
284,AXIS Owsem 40 GB Rp 60.900,60.9,30.0,25.0,0.0,15.0,Axis,,,,,,,,,,,,,2.0,0.0
285,AXIS Owsem 64 GB Rp 76.400,76.4,30.0,40.0,0.0,24.0,Axis,,,,,,,,,,,,,3.0,0.0
286,AXIS Owsem 120 GB Rp 96.700,96.7,30.0,75.0,0.0,45.0,Axis,,,,,,,,,,,,,4.0,0.0
287,AXIS BOOSTR video 500 MB Rp 1.000,1.0,1.0,0.0,0.0,500.0,Axis,,,,,,,,,,,,,5.0,0.0
288,AXIS BOOSTR video 1 GB Rp 1.300,1.3,1.0,0.0,0.0,1.0,Axis,,,,,,,,,,,,,6.0,0.0
289,AXIS BOOSTR video 2 GB Rp 2.000,2.0,1.0,0.0,0.0,2.0,Axis,,,,,,,,,,,,,7.0,0.0
290,AXIS BOOSTR video 1 GB Rp 4.000,4.0,7.0,0.0,0.0,1.0,Axis,,,,,,,,,,,,,8.0,0.0
291,AXIS BOOSTR video 2 GB Rp 6.000,6.0,7.0,0.0,0.0,2.0,Axis,,,,,,,,,,,,,9.0,0.0
292,AXIS BOOSTR video 3 GB Rp 8.500,8.5,7.0,0.0,0.0,3.0,Axis,,,,,,,,,,,,,10.0,0.0
293,AXIS BOOSTR video 1 GB Rp 5.000,5.0,30.0,0.0,0.0,1.0,Axis,,,,,,,,,,,,,11.0,0.0
294,AXIS BOOSTR video 2 GB Rp 8.500,8.5,30.0,0.0,0.0,2.0,Axis,,,,,,,,,,,,,12.0,0.0
295,AXIS BOOSTR video 5 GB Rp 16.500,16.5,30.0,0.0,0.0,5.0,Axis,,,,,,,,,,,,,13.0,0.0
296,AXIS BOOSTR musik 500 MB Rp 600,600.0,1.0,0.0,0.0,500.0,Axis,,,,,,,,,,,,,14.0,0.0
297,AXIS BOOSTR musik 1 GB Rp 1.000,1.0,1.0,0.0,0.0,1.0,Axis,,,,,,,,,,,,,15.0,0.0
298,AXIS BOOSTR musik 2 GB Rp 1.500,1.5,1.0,0.0,0.0,2.0,Axis,,,,,,,,,,,,,16.0,0.0
299,AXIS BOOSTR musik 1 GB Rp 3.500,3.5,7.0,0.0,0.0,1.0,Axis,,,,,,,,,,,,,17.0,0.0
300,AXIS BOOSTR musik 2 GB Rp 5.500,5.5,7.0,0.0,0.0,2.0,Axis,,,,,,,,,,,,,18.0,0.0
301,AXIS BOOSTR musik 3 GB Rp 7.500,7.5,7.0,0.0,0.0,3.0,Axis,,,,,,,,,,,,,19.0,0.0
302,AXIS BOOSTR musik 1 GB Rp 4.500,4.5,30.0,0.0,0.0,1.0,Axis,,,,,,,,,,,,,20.0,0.0
303,AXIS BOOSTR musik 2 GB Rp 7.500,7.5,30.0,0.0,0.0,2.0,Axis,,,,,,,,,,,,,21.0,0.0
304,AXIS BOOSTR musik 5 GB Rp 15.000,15.0,30.0,0.0,0.0,5.0,Axis,,,,,,,,,,,,,22.0,0.0
305,AXIS BOOSTR sosmed 500 MB Rp 1.000,1.0,1.0,0.0,0.0,500.0,Axis,,,,,,,,,,,,,23.0,0.0
306,AXIS BOOSTR sosmed 1 GB Rp 1.300,1.3,1.0,0.0,0.0,1.0,Axis,,,,,,,,,,,,,24.0,0.0
307,AXIS BOOSTR sosmed 2 GB Rp 2.000,2.0,1.0,0.0,0.0,2.0,Axis,,,,,,,,,,,,,25.0,0.0
308,AXIS BOOSTR sosmed 1 GB Rp 4.000,4.0,7.0,0.0,0.0,1.0,Axis,,,,,,,,,,,,,26.0,0.0
309,AXIS BOOSTR sosmed 2 GB Rp 6.000,6.0,7.0,0.0,0.0,2.0,Axis,,,,,,,,,,,,,27.0,0.0
310,AXIS BOOSTR sosmed 3 GB Rp 8.500,8.5,7.0,0.0,0.0,3.0,Axis,,,,,,,,,,,,,28.0,0.0
311,AXIS BOOSTR sosmed 1 GB Rp 5.000,5.0,30.0,0.0,0.0,1.0,Axis,,,,,,,,,,,,,29.0,0.0
312,AXIS BOOSTR sosmed 2 GB Rp 8.500,8.5,30.0,0.0,0.0,2.0,Axis,,,,,,,,,,,,,30.0,0.0
313,AXIS BOOSTR sosmed 5 GB Rp 16.500,16.5,30.0,0.0,0.0,5.0,Axis,,,,,,,,,,,,,31.0,0.0
314,AXIS BOOSTR edukasi 2 GB Rp 800,800.0,1.0,0.0,0.0,2.0,Axis,,,,,,,,,,,,,32.0,0.0
315,AXIS BOOSTR edukasi 5 GB Rp 2.900,2.9,7.0,0.0,0.0,5.0,Axis,,,,,,,,,,,,,33.0,0.0
316,AXIS BOOSTR edukasi 15 GB Rp 8.900,8.9,7.0,0.0,0.0,15.0,Axis,,,,,,,,,,,,,34.0,0.0
317,AXIS BOOSTR games 500 MB Rp 700,700.0,1.0,0.0,0.0,500.0,Axis,,,,,,,,,,,,,35.0,0.0
318,AXIS BOOSTR games 1 GB Rp 1.200,1.2,1.0,0.0,0.0,1.0,Axis,,,,,,,,,,,,,36.0,0.0
319,AXIS BOOSTR games 2 GB Rp 1.700,1.7,1.0,0.0,0.0,2.0,Axis,,,,,,,,,,,,,37.0,0.0
320,AXIS BOOSTR games 1 GB Rp 3.500,3.5,7.0,0.0,0.0,1.0,Axis,,,,,,,,,,,,,38.0,0.0
321,AXIS BOOSTR games 2 GB Rp 5.500,5.5,7.0,0.0,0.0,2.0,Axis,,,,,,,,,,,,,39.0,0.0
322,AXIS BOOSTR games 3 GB Rp 7.500,7.5,7.0,0.0,0.0,3.0,Axis,,,,,,,,,,,,,40.0,0.0
323,AXIS BOOSTR games 1 GB Rp 4.500,4.5,30.0,0.0,0.0,1.0,Axis,,,,,,,,,,,,,41.0,0.0
324,AXIS BOOSTR games 2 GB Rp 7.500,7.5,30.0,0.0,0.0,2.0,Axis,,,,,,,,,,,,,42.0,0.0
325,AXIS BOOSTR games 5 GB Rp 15.000,15.0,30.0,0.0,0.0,5.0,Axis,,,,,,,,,,,,,43.0,0.0
326,AXIS BOOSTR konferensi 2 GB Rp 800,800.0,1.0,0.0,0.0,2.0,Axis,,,,,,,,,,,,,44.0,0.0
327,AXIS BOOSTR konferensi 5 GB Rp 2.900,2.9,7.0,0.0,0.0,5.0,Axis,,,,,,,,,,,,,45.0,0.0
328,AXIS BOOSTR konferensi 15 GB Rp 8.900,8.9,7.0,0.0,0.0,15.0,Axis,,,,,,,,,,,,,46.0,0.0
329,AXIS BOOSTR sunset 500 MB Rp 600,600.0,1.0,500.0,0.0,0.0,Axis,,,,,,,,,,,,,47.0,0.0
330,AXIS BOOSTR sunset 1 GB Rp 1.000,1.0,1.0,1.0,0.0,0.0,Axis,,,,,,,,,,,,,48.0,0.0
331,AXIS BOOSTR sunset 2 GB Rp 1.500,1.5,1.0,2.0,0.0,0.0,Axis,,,,,,,,,,,,,49.0,0.0
332,AXIS BOOSTR sunset 1 GB Rp 3.500,3.5,7.0,1.0,0.0,0.0,Axis,,,,,,,,,,,,,50.0,0.0
333,AXIS BOOSTR sunset 2 GB Rp 5.500,5.5,7.0,2.0,0.0,0.0,Axis,,,,,,,,,,,,,51.0,0.0
334,AXIS BOOSTR sunset 3 GB Rp 7.500,7.5,7.0,3.0,0.0,0.0,Axis,,,,,,,,,,,,,52.0,0.0
335,AXIS BOOSTR komik 500 MB Rp 700,700.0,1.0,0.0,0.0,500.0,Axis,,,,,,,,,,,,,53.0,0.0
336,AXIS BOOSTR komik 1 GB Rp 1.000,1.0,1.0,0.0,0.0,1.0,Axis,,,,,,,,,,,,,54.0,0.0
337,AXIS BOOSTR komik 2 GB Rp 1.500,1.5,1.0,0.0,0.0,2.0,Axis,,,,,,,,,,,,,55.0,0.0
338,AXIS BOOSTR komik 1 GB Rp 3.500,3.5,7.0,0.0,0.0,1.0,Axis,,,,,,,,,,,,,56.0,0.0
339,AXIS BOOSTR komik 2 GB Rp 5.500,5.5,7.0,0.0,0.0,2.0,Axis,,,,,,,,,,,,,57.0,0.0
340,AXIS BOOSTR komik 3 GB Rp 7.500,7.5,7.0,0.0,0.0,3.0,Axis,,,,,,,,,,,,,58.0,0.0
341,AXIS BOOSTR komik 1 GB Rp 4.500,4.5,30.0,0.0,0.0,1.0,Axis,,,,,,,,,,,,,59.0,0.0
342,AXIS BOOSTR komik 2 GB Rp 7.500,7.5,30.0,0.0,0.0,2.0,Axis,,,,,,,,,,,,,60.0,0.0
343,AXIS BOOSTR komik 5 GB Rp 15.000,15.0,30.0,0.0,0.0,5.0,Axis,,,,,,,,,,,,,61.0,0.0
344,AXIS Warnet 800 MB Rp 600,600.0,0.0416666666666666,800.0,0.0,0.0,Axis,,,,,,,,,,,,,62.0,0.0
345,"AXIS Warnet 1,5 GB Rp 1.390",1.39,0.0833333333333333,1.5,0.0,0.0,Axis,,,,,,,,,,,,,63.0,0.0
346,AXIS Warnet 3 GB Rp 2.190,2.19,0.125,3.0,0.0,0.0,Axis,,,,,,,,,,,,,64.0,0.0
347,AXIS Warnet 3 GB Rp 3.100,3.1,0.25,3.0,0.0,0.0,Axis,,,,,,,,,,,,,65.0,0.0
348,AXIS Warnet mobile-legend 3 GB Rp 5.840,5.84,0.125,3.0,0.0,0.0,Axis,DIAMOND12,,,,,,,,,,,,66.0,0.0
349,AXIS Warnet mobile-legend 3 GB Rp 11.890,11.89,0.125,3.0,0.0,0.0,Axis,DIAMOND28,,,,,,,,,,,,67.0,0.0
350,AXIS Warnet mobile-legend 3 GB Rp 19.590,19.59,0.125,3.0,0.0,0.0,Axis,DIAMOND59,,,,,,,,,,,,68.0,0.0
351,AXIS Warnet mobile-legend 3 GB Rp 28.390,28.39,0.25,3.0,0.0,0.0,Axis,DIAMOND85,,,,,,,,,,,,69.0,0.0
352,AXIS Warnet free-fire 3 GB Rp 2.990,2.99,0.125,3.0,0.0,0.0,Axis,DIAMOND5,,,,,,,,,,,,70.0,0.0
353,AXIS Warnet free-fire 3 GB Rp 5.090,5.09,0.25,3.0,0.0,0.0,Axis,DIAMOND12,,,,,,,,,,,,71.0,0.0
354,AXIS Warnet free-fire 3 GB Rp 9.990,9.99,0.125,3.0,0.0,0.0,Axis,DIAMOND50,,,,,,,,,,,,72.0,0.0
355,AXIS Warnet free-fire 3 GB Rp 13.090,13.09,0.25,3.0,0.0,0.0,Axis,DIAMOND70,,,,,,,,,,,,73.0,0.0
356,AXIS Warnet arena-of-valor 3 GB Rp 13.090,13.09,0.25,3.0,0.0,0.0,Axis,VOUCHERS40,,,,,,,,,,,,74.0,0.0
357,AXIS Warnet arena-of-valor 3 GB Rp 21.990,21.99,0.125,3.0,0.0,0.0,Axis,VOUCHERS90,,,,,,,,,,,,75.0,0.0
358,AXIS Warnet arena-of-valor 3 GB Rp 53.090,53.09,0.25,3.0,0.0,0.0,Axis,VOUCHERS230,,,,,,,,,,,,76.0,0.0
359,AXIS Warnet call-of-duty-mobile 3 GB Rp 6.990,6.99,0.125,3.0,0.0,0.0,Axis,CP26+5,,,,,,,,,,,,77.0,0.0
360,AXIS Warnet call-of-duty-mobile 3 GB Rp 13.090,13.09,0.25,3.0,0.0,0.0,Axis,CP53+9,,,,,,,,,,,,78.0,0.0
361,AXIS Warnet call-of-duty-mobile 3 GB Rp 21.990,21.99,0.125,3.0,0.0,0.0,Axis,CP106+21,,,,,,,,,,,,79.0,0.0
362,AXIS Warnet call-of-duty-mobile 3 GB Rp 53.090,53.09,0.25,3.0,0.0,0.0,Axis,CP264+53,,,,,,,,,,,,80.0,0.0
363,Freedom Internet 1GB/2 Hari,5.0,2.0,1.0,0.0,0.0,Indosat,,,,,,,,,,,,,0.0,0.0
364,Freedom Internet 2GB/5 Hari,10.0,5.0,2.0,0.0,0.0,Indosat,,,,,,,,,,,,,1.0,0.0
365,Freedom Internet 5GB/5 Hari,15.0,5.0,5.0,0.0,0.0,Indosat,,,,,,,,,,,,,2.0,0.0
366,Freedom Internet 7GB/7 Hari,20.0,7.0,7.0,0.0,0.0,Indosat,,,,,,,,,,,,,3.0,0.0
367,Freedom Internet 15GB/3 Hari,25.0,3.0,15.0,0.0,0.0,Indosat,,,,,,,,,,,,,4.0,0.0
368,Freedom Internet 3GB / 30 Hari,20.0,30.0,3.0,0.0,0.0,Indosat,,,,,,,,,,,,,5.0,0.0
369,Freedom Internet 5GB / 30 Hari,30.0,30.0,5.0,0.0,0.0,Indosat,,,,,,,,,,,,,6.0,0.0
370,Freedom Internet 12GB / 30 Hari,50.0,30.0,12.0,0.0,0.0,Indosat,,,,,,,,,,,,,7.0,0.0
371,Freedom Internet 24GB / 30 Hari,80.0,30.0,24.0,0.0,0.0,Indosat,,,,,,,,,,,,,8.0,0.0
372,Freedom Internet 35GB / 30 Hari,100.0,30.0,35.0,0.0,0.0,Indosat,,,,,,,,,,,,,9.0,0.0
373,Freedom Internet 50GB / 30 Hari,120.0,30.0,50.0,0.0,0.0,Indosat,,,,,,,,,,,,,10.0,0.0
374,Freedom Internet 100GB / 30 Hari,150.0,30.0,100.0,0.0,0.0,Indosat,,,,,,,,,,,,,11.0,0.0
375,Freedom Internet 200GB / 30 Hari,200.0,30.0,200.0,0.0,0.0,Indosat,,,,,,,,,,,,,12.0,0.0
376,Freedom Internet 100GB / 90 Hari,250.0,90.0,100.0,0.0,0.0,Indosat,,,,,,,,,,,,,13.0,0.0
377,Freedom Internet 200GB / 180 Hari,450.0,180.0,200.0,0.0,0.0,Indosat,,,,,,,,,,,,,14.0,0.0
378,Freedom Internet 400GB / 360 Hari,850.0,360.0,400.0,0.0,0.0,Indosat,,,,,,,,,,,,,15.0,0.0
379,Freedom U 5.5GB / 30 Hari,31.0,30.0,1.0,0.0,5.0,Indosat,,,,,,,,,,,,,16.0,0.0
380,Freedom U 10GB / 30 Hari,52.0,30.0,2.0,0.0,8.0,Indosat,,,,,,,,,,,,,17.0,0.0
381,Freedom U 20GB / 30 Hari,74.0,30.0,3.0,0.0,17.0,Indosat,,,,,,,,,,,,,18.0,0.0
382,Freedom U 35GB / 30 Hari,96.0,30.0,7.0,0.0,28.0,Indosat,,,,,,,,,,,,,19.0,0.0
383,Freedom U 45GB / 30 Hari,107.0,30.0,10.0,0.0,35.0,Indosat,,,,,,,,,,,,,20.0,0.0
384,Freedom U JUMBO / 30 Hari,162.0,30.0,90.0,0.0,0.0,Indosat,,,,,,,,,,,,,21.0,0.0
